#,claim_status,video_id,video_duration_sec,video_transcription_text,verified_status,author_ban_status,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count
1104,claim,8713857999,14,i told them an expert revealed that dragonflies can see in all directions at the same time,not verified,active,740883,33463,4220,550,263
1105,claim,4514270491,32,"i told them an expert revealed that a common garden snail has over 12,000 teeth",verified,active,509480,274175,97222,6444,3951
1106,claim,3221562864,35,i told them an expert revealed that an octopus has three hearts,not verified,active,191597,103298,8323,1135,150
1107,claim,3877959476,55,i told them an expert revealed that the hummingbird is the only bird that can fly backwards,not verified,banned,703820,212813,76872,5180,1024
1108,claim,3351070916,43,i told them an expert revealed that australia is wider than the moon,not verified,under review,72876,24290,946,551,2
1109,claim,8567737698,24,i told them an expert revealed that 5 dwarf planets are recognized in the solar system,not verified,active,451650,127691,21522,491,185
1110,claim,4864430080,19,i told them an expert revealed that it rains diamonds on jupiter and saturn,not verified,active,812998,35413,12078,273,113
1111,claim,6456171810,36,i told them an expert revealed that there is a world championship for throwing mobile phones,not verified,active,576507,301545,42625,4321,2364
1112,claim,2334068346,16,i told them an expert revealed that a banana is technically a berry,not verified,active,39305,15146,1480,178,72
1113,claim,6464016885,11,i told them an expert revealed that some trees in melbourne have email addresses,not verified,active,510166,289359,94218,1708,1123
1114,claim,1670927966,56,i told them an expert revealed that baked beans are not actually baked,not verified,active,34428,12572,3081,73,16
1115,claim,2882651078,26,i told them an expert revealed that artificial banana flavoring is based on an extinct banana type,not verified,banned,821930,284719,103761,5646,1840
1116,claim,2562532057,9,i told them an expert revealed that people don’t sneeze in their sleep,not verified,active,227965,51724,4620,1237,376
1117,claim,1301816161,23,"i told them an expert revealed that at birth, baby pandas are smaller than mice",not verified,active,961998,226095,47553,4041,2076
1118,claim,1953536805,10,i told them an expert revealed that may 22nd is the least common birth date,not verified,active,910129,311479,86671,2633,1671
1119,claim,6194313249,60,i told them an expert revealed that millions of trees are estimated to be planted by squirrels that forgot their buried nuts,not verified,banned,767156,206435,27920,4898,523
1120,claim,7022020430,37,i told them an expert revealed that the population of the united states increases by one person every 12 seconds,not verified,active,531984,20413,4010,467,32
1121,claim,4178970575,7,i told them an expert revealed that new zealanders have more pets per household than any other country,not verified,active,783824,290385,109874,6705,4060
1122,claim,6617146492,15,"i told them an expert revealed that in japan, its considered good luck when a sumo wrestler makes your baby cry",not verified,active,583527,216554,15652,541,92
1123,claim,6570710686,40,i told them an expert revealed that neptune was the first planet that was discovered before being seen through a telescope,not verified,active,28753,12265,4595,225,117
1124,claim,4796645008,24,i told them an expert revealed that armadillos have bulletproof shells,not verified,active,939243,88110,32786,881,263
1125,claim,4278990087,57,"i told them an expert revealed that blue whales eat 500,000 calories in 1 mouthful on average",not verified,active,820814,284298,41005,3081,726
1126,claim,2101656538,38,i told them an expert revealed that an espresso maker has been sent to space,not verified,under review,991929,600946,141691,3689,1640
1127,claim,4108968941,15,i told them an expert revealed that the first commercial airplane flight lasted 23 minutes,not verified,active,35217,11216,3827,46,31
1128,claim,3259087370,27,i told them an expert revealed that the eye of an ostrich is bigger than its brain,not verified,active,318195,140363,42506,225,59
1129,claim,6880051647,20,i told them an expert revealed that pineapples are named after pinecones,not verified,banned,713976,457933,179089,7,3
1130,claim,4291344696,31,i told them an expert revealed that the largest recorded snowflake was 15 inches wide,not verified,active,493399,105362,37119,1027,491
1131,claim,3845522099,39,i told them an expert revealed that melting glaciers make fizzy noises,not verified,under review,245095,5636,1129,94,11
1132,claim,5013532299,38,i told them an expert revealed that cold water is just as cleansing as hot water,not verified,under review,44020,4132,896,84,22
1133,claim,9488329418,42,i told them an expert revealed that the world’s largest pyramid cannot be found in egypt,not verified,active,191079,89145,25953,1968,250
1134,claim,2674421931,50,i told them an expert revealed that the folds in a chef’s hat represents the number of ways that someone can cook an egg,not verified,active,39031,17951,4621,387,109
1135,claim,6778031343,28,i told them an expert revealed that cactus spines can be used to make hooks,not verified,active,663332,365135,100229,959,13
1136,claim,1627328666,46,i told them an expert revealed that driving south from detroit will lead to canada,not verified,under review,230417,114607,39591,1750,303
1137,claim,7462077929,20,"i told them an expert revealed that in a deck of cards, the king of hearts is the only king without a mustache",not verified,active,689437,107038,19228,1446,447
1138,claim,2915789712,10,i told them an expert revealed that mice typically only live for 6 months in the wild,not verified,banned,677204,300663,117164,5638,2715
1139,claim,1579702783,58,i told them an expert revealed that flossing your teeth improves memory,not verified,under review,956494,36137,12385,794,119
1140,claim,6924434194,38,i claimed an expert revealed that drone deliveries are already happening and will become common by 2025,not verified,active,867392,546076,195685,11311,6767
1141,claim,9940583867,53,i claimed an expert revealed that bangkok's full name has 163 letters,not verified,banned,536503,334815,14501,4476,680
1142,claim,8446580455,34,i claimed an expert revealed that seventy percent of small businesses are owned and operated by a single person.,not verified,banned,407818,115794,29691,2033,85
1143,claim,8512814406,17,i claimed an expert revealed that the rubik's cube is the best-selling product of all time,not verified,active,536416,163684,25925,3125,319
1144,claim,6109435623,52,i claimed an expert revealed that the automotive industry employs about 9.9 million americans,not verified,active,400980,252690,94849,739,26
1145,claim,7832855629,36,i claimed an expert revealed that elvis presley has sold more records than the music band the beatles,not verified,under review,52154,17391,6332,400,224
1146,claim,6194103727,16,i claimed an expert revealed that it would take a 50 petabyte drive to store every written work ever created,not verified,active,821041,390552,102462,4318,2405
1147,claim,7886779766,11,i claimed an expert revealed that 1 in 3 people have never used the internet,not verified,active,474596,105445,1466,2157,320
1148,claim,5467372437,15,i claimed an expert revealed that kite flying is a professional sport in thailand.,not verified,active,147047,96943,18445,479,295
1149,claim,8301645254,20,i claimed an expert revealed that the biggest passenger bus in the world operates in brazil,not verified,active,36893,2681,541,35,20
1150,claim,4224706587,7,i claimed an expert revealed that an octopus has three hearts,not verified,active,563730,1686,205,11,2
1151,claim,3108023194,33,i claimed an expert revealed that the hottest planet in our solar system is venus.,not verified,banned,13290,4784,507,61,23
1152,claim,8866441061,32,i claimed an expert revealed that the sunset is blue on mars,not verified,active,482096,205658,71859,1930,1119
1153,claim,3487980382,5,i claimed an expert revealed that neptune radiates more heat than it gets from the sun,not verified,active,60835,13591,52,117,29
1154,claim,6269575519,22,i claimed an expert revealed that chihuahuas have the largest brain among dogs,not verified,active,360376,86517,368,2065,207
1155,claim,6514550648,16,i claimed an expert revealed that avocados never ripen while they are still attached to the tree,not verified,active,720687,147982,6078,702,205
1156,claim,1530981218,17,i claimed an expert revealed that china owns all of the pandas in the world,not verified,active,912414,470459,42194,11688,1761
1157,claim,4295624239,11,i claimed an expert revealed that a snail can sleep for three years,not verified,active,850364,504553,49829,7175,1428
1158,claim,8244676096,29,i claimed an expert revealed that artificial banana flavoring is based on an extinct banana type,not verified,active,247258,21298,1462,487,27
1159,claim,7616906272,58,"i claimed an expert revealed that your heart beats 100,000 times a day",not verified,under review,76870,9079,2433,46,1
1160,claim,3242329603,53,i claimed an expert revealed that butterflies taste with their feet,not verified,active,978846,563701,38421,786,39
1161,claim,8572799319,23,i claimed an expert revealed that penguins can jump as high as 9 feet in the air,not verified,active,869663,100692,16017,314,149
1162,claim,7553478390,56,i claimed an expert revealed that millions of trees are estimated to be planted by squirrels that forgot their buried nuts,not verified,active,691379,74906,6133,1658,44
1163,claim,6350769892,37,i claimed an expert revealed that the eiffel tower leans away from the sun,not verified,active,347389,192490,65428,875,454
1164,claim,6092301598,34,i claimed an expert revealed that the tallest tower of cupcakes ever made was over 35 feet,not verified,active,450076,156042,47595,2273,994
1165,claim,3780223427,58,"i claimed an expert revealed that in japan, its considered good luck when a sumo wrestler makes your baby cry",not verified,active,863066,20532,2315,7,5
1166,claim,4088404575,12,i claimed an expert revealed that armadillos have bulletproof shells,verified,active,484750,198819,51663,611,387
1167,claim,3546557931,16,i claimed an expert revealed that jobs in the field of agriculture are the most prevalent types of jobs in the world,not verified,active,180287,34032,9424,463,151
1168,claim,3936034889,60,"i claimed an expert revealed that in a deck of cards, the king of hearts is the only king without a mustache",not verified,under review,407456,258562,55179,411,194
1169,claim,3269394544,49,i claimed an expert revealed that your fingernails on your dominant hand grow faster,not verified,active,752138,140656,33305,1499,795
1170,claim,7362342499,5,i claimed an expert revealed that honeybees can recognize human faces,not verified,active,644684,314002,10969,2663,1716
1171,claim,6791066806,25,i claimed an expert revealed that you can burn calories just by standing,not verified,under review,225225,103686,14494,2171,624
1172,claim,1891130124,41,i claimed an expert revealed that the moon is moving away from the earth,not verified,active,640175,83359,352,1080,421
1173,claim,6934122381,13,a colleague mentioned the media discovered drone deliveries are already happening and will become common by 2025,not verified,banned,758845,115888,32990,1470,254
1174,claim,6858180978,51,a colleague mentioned the media discovered microbes from the sahara desert help feed the amazon rainforest,not verified,active,86938,12828,107,205,129
1175,claim,9849816990,10,a colleague mentioned the media discovered there are 7100+ islands in the philippines,not verified,banned,460033,17902,431,126,20
1176,claim,4114650288,11,a colleague mentioned the media discovered yellowstone national park is home to a supervolcano,not verified,under review,223935,71455,23640,507,177
1177,claim,3093375442,24,a colleague mentioned the media discovered damascus is the oldest continuously inhabited city in the world,not verified,active,55840,3075,242,32,19
1178,claim,1741400186,51,a colleague mentioned the media discovered most car horns honk in the key of f,not verified,active,475829,315654,79394,2583,1586
1179,claim,2404183872,23,a colleague mentioned the media discovered violins are constructed from 70 individual wooden pieces,not verified,under review,615556,93672,4098,1975,458
1180,claim,8263509105,48,"a colleague mentioned the media discovered 99% of individuals in denmark, ireland and the united arab emirates have internet access",not verified,active,286234,12789,2280,199,104
1181,claim,5310912055,18,a colleague mentioned the media discovered an average user spends 40% of their day on the internet,not verified,active,547990,338312,82007,6118,388
1182,claim,4377787724,13,a colleague mentioned the media discovered the most watched summer olympics event for the past 20 years has been gymnastics,not verified,active,517799,2337,447,1,0
1183,claim,4651936589,40,a colleague mentioned the media discovered the longest recorded cricket match lasted 14 days,not verified,under review,249983,140729,42030,724,474
1184,claim,3037969749,44,a colleague mentioned the media discovered the first cricket balls were made of tightly packed sheep wool.,not verified,under review,746890,144228,14858,2309,945
1185,claim,4839574448,41,a colleague mentioned the media discovered kite flying is a professional sport in thailand.,not verified,active,635658,404671,20117,805,60
1186,claim,8153890036,5,a colleague mentioned the media discovered the busiest airport in the world is in the united states,not verified,active,905393,581195,202340,13125,2382
1187,claim,3508634508,21,"a colleague mentioned the media discovered london, england has the world's oldest subway system",not verified,active,570100,166321,50873,1044,424
1188,claim,2503860683,32,"a colleague mentioned the media discovered the city with the largest bus network in the world is jakarta, indonesia",not verified,under review,239611,35498,6919,724,174
1189,claim,2174601162,5,a colleague mentioned the media discovered the hottest planet in our solar system is venus.,not verified,active,903015,549843,77807,760,468
1190,claim,7245156973,41,a colleague mentioned the media discovered sound actually travels in space,not verified,banned,297151,89347,16960,1386,806
1191,claim,2125508543,32,a colleague mentioned the media discovered the moon’s craters might be the coldest places in the solar system,not verified,banned,64915,16218,5250,20,8
1192,claim,3289170807,18,a colleague mentioned the media discovered pluto could theoretically sustain life,not verified,active,519099,233714,83669,3738,2176
1193,claim,4378714140,41,a colleague mentioned the media discovered there is a world championship for throwing mobile phones,not verified,active,753771,397004,112159,354,195
1194,claim,2487513262,33,a colleague mentioned the media discovered take out restaurants have been found in the remains of pompeii,not verified,active,974583,535069,66777,412,27
1195,claim,7639080445,34,a colleague mentioned the media discovered evidence from seymour island suggest that penguins were once 6 ft tall,not verified,under review,357033,44036,9206,998,31
1196,claim,5538849015,45,a colleague mentioned the media discovered a banana is technically a berry,not verified,active,421531,202988,60607,2458,1056
1197,claim,2599626213,56,a colleague mentioned the media discovered antarctica is the only continent without any reptiles or snakes,not verified,active,923108,329428,9975,2809,549
1198,claim,5481068792,12,a colleague mentioned the media discovered the brain is the fattiest organ in the body,not verified,under review,310118,170537,64206,3973,1190
1199,claim,5834535931,23,"a colleague mentioned the media discovered at birth, baby pandas are smaller than mice",not verified,active,485868,223868,27208,3904,1394
1200,claim,1613860309,27,a colleague mentioned the media discovered butterflies taste with their feet,not verified,active,813173,535913,192379,11181,6027
1201,claim,3204640029,47,a colleague mentioned the media discovered a pound of houseflies contains more protein than a pound of beef,not verified,active,669438,416754,141655,2593,936
1202,claim,3107113577,32,a colleague mentioned the media discovered the people who are currently alive are only 7% of the total number of people who have ever lived,not verified,active,729795,252725,92383,2619,479
1203,claim,8084431335,51,a colleague mentioned the media discovered the red-billed quelea is the most common bird on earth,not verified,under review,970384,291832,95100,4395,1966
1204,claim,2010865241,52,a colleague mentioned the media discovered black cats are good luck in britain and japan,not verified,active,63383,13560,693,154,9
1205,claim,9663969767,57,a colleague mentioned the media discovered the eiffel tower gets taller during the summer,not verified,active,182697,97009,33631,2297,374
1206,claim,8623326273,18,a colleague mentioned the media discovered the eye of an ostrich is bigger than its brain,not verified,under review,687346,252500,18084,4920,1664
1207,claim,9096936058,19,a colleague mentioned the media discovered a candle’s flame is blue in zero gravity,not verified,active,620454,101627,14303,878,545
1208,claim,8326487162,53,a colleague mentioned the media discovered leeches were historically used to predict the weather,not verified,active,253365,43358,876,946,253
1209,claim,1711959014,46,a colleague mentioned the media discovered ravens are always aware when someone is watching them,not verified,active,425372,90509,22523,924,298
1210,claim,2182648081,15,a colleague mentioned the media discovered baby spiders are called spiderlings,not verified,under review,14401,1382,76,27,16
1211,claim,5154975565,42,a colleague mentioned the media discovered up to 20% of power outages in the u.s. are due to squirrels chewing through the lines,not verified,active,24224,11884,4105,66,33
1212,claim,6936936188,50,a colleague mentioned the media discovered lemurs were previously the size of gorillas,not verified,active,747754,458731,4161,9725,3763
1213,claim,3897330715,28,a colleague mentioned the media discovered a shape with 26 sides is known as a rhombicuboctahedron,not verified,active,182278,96852,34388,1927,733
1214,claim,6455359072,45,a colleague reported the media discovered making emotional facial expressions can prompt humans to have those emotions,not verified,under review,139615,50512,9461,1054,6
1215,claim,4735751082,6,a colleague reported the media discovered the rubik's cube is the best-selling product of all time,not verified,active,59966,38284,10662,493,62
1216,claim,9718442783,40,a colleague reported the media discovered the oldest playable musical instruments were found in china,not verified,active,739365,290302,56475,457,10
1217,claim,5671581652,51,a colleague reported the media discovered elvis presley has sold more records than the music band the beatles,not verified,active,558251,327449,119976,2391,309
1218,claim,7700535513,37,a colleague reported the media discovered vinyl record sales now surpass compact disc sales,not verified,active,879775,457334,127885,4417,2553
1219,claim,5558078835,11,"a colleague reported the media discovered the oldest surviving song is around 3,500 years old",not verified,active,565854,8300,406,83,37
1220,claim,6016262630,48,a colleague reported the media discovered the harmonica is the best selling musical instrument,not verified,active,94378,12076,398,123,66
1221,claim,8053689654,12,a colleague reported the media discovered an average user spends 40% of their day on the internet,not verified,active,569432,78928,18186,340,73
1222,claim,5305112173,8,a colleague reported the media discovered badminton is the fastest ball and net sport in the world,not verified,active,888222,448873,125903,6694,4450
1223,claim,3842426141,58,a colleague reported the media discovered the first cruise ship set sail in 1900,not verified,active,512909,83620,10889,111,31
1224,claim,9229324724,22,a colleague reported the media discovered koalas sleep up to 22 hours per day,not verified,active,153647,44011,12229,701,329
1225,claim,4439565227,44,a colleague reported the media discovered some ants can lift up to 20 times their own body weight,not verified,active,726664,279233,9608,3767,845
1226,claim,5955349017,15,a colleague reported the media discovered mercury & venus are the only 2 planets in our solar system that have no moons,not verified,under review,398328,170454,66241,2638,888
1227,claim,6218769298,39,a colleague reported the media discovered the sunset is blue on mars,not verified,active,641003,402285,127471,4754,2240
1228,claim,7246010468,38,a colleague reported the media discovered neptune’s winds are the fastest in the solar system,not verified,active,148960,3788,466,5,1
1229,claim,8382562577,47,a colleague reported the media discovered the pupil of a goat is rectangular,not verified,active,732708,363024,71938,3501,520
1230,claim,7782182873,22,a colleague reported the media discovered captive ravens can speak better than parrots,verified,active,604289,185049,43486,2452,926
1231,claim,4008846060,46,a colleague reported the media discovered avocados never ripen while they are still attached to the tree,not verified,active,547286,108565,43405,1410,824
1232,claim,4840374066,22,a colleague reported the media discovered some trees in melbourne have email addresses,not verified,active,530693,339047,25692,1045,20
1233,claim,4342061417,29,a colleague reported the media discovered typing keyboards were previously arranged alphabetically,not verified,active,490526,201536,56663,2712,1728
1234,claim,7127470049,25,a colleague reported the media discovered penguins can jump as high as 9 feet in the air,not verified,active,871047,370128,28544,1265,719
1235,claim,4900055533,58,a colleague reported the media discovered a pound of houseflies contains more protein than a pound of beef,not verified,active,624742,16207,5677,286,136
1236,claim,5424737057,19,"a colleague reported the media discovered a single lightning bolt has enough energy to toast 100,000 slices of bread",not verified,under review,836576,456379,81491,8207,2215
1237,claim,5394208506,27,"a colleague reported the media discovered one type of parrot, kea parrots, laugh together when they're in a good mood",not verified,active,637764,355395,84212,5547,3326
1238,claim,7617456400,11,a colleague reported the media discovered our sense of smell and taste decreases by 20%-50% during airplane flights,not verified,under review,971863,592576,55048,3096,855
1239,claim,7453964652,19,a colleague reported the media discovered human ears and noses never stop growing,not verified,active,100760,8063,2444,123,44
1240,claim,7772548683,33,a colleague reported the media discovered an espresso maker has been sent to space,not verified,under review,676176,84413,15012,1085,553
1241,claim,1265593973,28,a colleague reported the media discovered the eye of an ostrich is bigger than its brain,not verified,active,731753,341543,111853,3315,1533
1242,claim,5657254694,5,a colleague reported the media discovered one strand of hair can hold up to 3 ounces of weight,not verified,banned,735824,346286,128048,7128,3964
1243,claim,3280285382,48,a colleague reported the media discovered leeches were historically used to predict the weather,not verified,under review,646603,120018,22798,398,265
1244,claim,5166038431,59,a colleague reported the media discovered losing weight alters brain activity,not verified,active,40084,13835,5160,299,74
1245,claim,4737529998,17,a colleague reported the media discovered sea otters are born unable to swim,not verified,under review,19969,12981,4578,188,4
1246,claim,3337402342,34,"a colleague reported the media discovered in a deck of cards, the king of hearts is the only king without a mustache",not verified,active,801458,283323,15732,4111,466
1247,claim,7588135097,39,a colleague reported the media discovered your fingernails on your dominant hand grow faster,not verified,active,698544,46233,13768,570,114
1248,claim,8158121073,48,a colleague reported the media discovered playing dance music helps ward off mosquitoes,not verified,active,415912,154632,59472,607,339
1249,claim,6574483572,56,a colleague reported the media discovered technicolored squirrels roam the lands of southern india,not verified,active,459750,115305,17926,425,211
1250,claim,4873175701,37,a colleague reported the media discovered sloths can hold their breaths longer than dolphins,not verified,active,661558,244410,41594,2621,547
1251,claim,5397943971,33,a colleague reported the media discovered baby octopuses are the size of a flea,not verified,active,648136,79961,9166,893,571
1252,claim,4804268319,32,a colleague reported the media discovered a pineapple plant can only produce one pineapple a year,not verified,active,135768,25690,8839,20,5
1253,claim,6432847114,46,a colleague reported the media discovered strawberries are the only known fruit to grow their seeds externally,not verified,under review,292350,80122,26525,1354,776
1254,claim,1634813109,60,"a colleague told them the media discovered an average human child's developing body has over 300 bones, but by adulthood they'll have 206",not verified,active,811422,353310,132307,6294,3868
1255,claim,4996530366,34,a colleague told them the media discovered making emotional facial expressions can prompt humans to have those emotions,not verified,active,555619,48455,17998,292,106
1256,claim,5916411628,51,a colleague told them the media discovered earth days are getting longer over time due to orbital expansion,not verified,active,947171,53533,12469,720,57
1257,claim,6001928101,47,a colleague told them the media discovered there are more microorganisms in one teaspoon of soil than people on the planet,not verified,active,978000,544572,161841,11118,4228
1258,claim,3325235008,32,a colleague told them the media discovered yellowstone national park is home to a supervolcano,not verified,under review,621818,268367,93456,5604,46
1259,claim,7800214925,51,a colleague told them the media discovered bangkok's full name has 163 letters,not verified,active,875886,156949,31849,3066,1084
1260,claim,3543309474,5,a colleague told them the media discovered most car horns honk in the key of f,not verified,active,89142,318,93,4,0
1261,claim,9065935300,44,a colleague told them the media discovered 1 billion cars are currently in use around the world,not verified,active,790579,97529,36800,2414,1090
1262,claim,9785428921,31,a colleague told them the media discovered the first electric vehicle was created in 1832,not verified,active,491268,173517,26528,2779,1128
1263,claim,2063776694,5,a colleague told them the media discovered 90% of drivers admit to singing in the car,not verified,active,972645,366162,81328,6353,3727
1264,claim,8119826638,52,a colleague told them the media discovered the origins of the banjo instrument begin in africa,not verified,under review,999655,235087,38702,2245,666
1265,claim,5080999304,24,a colleague told them the media discovered violins are constructed from 70 individual wooden pieces,not verified,active,666795,323340,32885,6226,2615
1266,claim,9009505871,48,a colleague told them the media discovered it would take a 50 petabyte drive to store every written work ever created,not verified,active,954561,363537,85594,1774,730
1267,claim,6219280171,43,a colleague told them the media discovered the average user checks their mobile phone around 150 times each day,not verified,under review,862507,358492,86137,3206,265
1268,claim,8736422256,42,"a colleague told them the media discovered there are almost 1.16 billion websites, but only about 200 million are active",not verified,active,415627,238538,89779,3214,1224
1269,claim,3913905108,45,a colleague told them the media discovered the most watched summer olympics event for the past 20 years has been gymnastics,not verified,banned,207397,95586,14321,432,54
1270,claim,9885812584,52,"a colleague told them the media discovered 1920 was the last time the event ""tug-of-war"" was played in the summer olympics",not verified,active,677844,73190,12973,312,45
1271,claim,6542176093,60,"a colleague told them the media discovered at the first modern olympics, winners were awarded silver medals",not verified,active,724657,238389,38883,2716,844
1272,claim,1512915427,10,a colleague told them the media discovered reindeer grow new antlers every year,not verified,active,751235,456059,175169,8633,3437
1273,claim,1317621190,58,a colleague told them the media discovered we only see the same side of the moon,not verified,active,849902,472284,112299,6968,3104
1274,claim,9614109722,25,a colleague told them the media discovered the chinese began to document halley’s comet in 240 b.c.,not verified,active,684173,58247,17381,630,252
1275,claim,1964537241,41,a colleague told them the media discovered sound actually travels in space,not verified,active,193512,109146,27796,778,455
1276,claim,4845679160,29,a colleague told them the media discovered new parents lose around 750 hours of sleep in the first year of their first child’s life,not verified,banned,608547,4919,614,108,4
1277,claim,6288325383,45,a colleague told them the media discovered people are born with only 2 natural fears: the fear of falling and the fear of loud sounds,not verified,active,332660,50682,9946,36,22
1278,claim,6298954581,57,a colleague told them the media discovered the microwave oven was an accidental invention,not verified,active,750003,22859,4577,434,269
1279,claim,6433786422,19,a colleague told them the media discovered the people who are currently alive are only 7% of the total number of people who have ever lived,not verified,active,346422,34929,2969,775,118
1280,claim,7458265481,29,a colleague told them the media discovered black cats are good luck in britain and japan,not verified,banned,718252,416297,62378,978,166
1281,claim,5992778159,6,"a colleague told them the media discovered blue whales eat 500,000 calories in 1 mouthful on average",not verified,under review,505712,226924,20502,2893,593
1282,claim,4416931571,15,a colleague told them the media discovered the eiffel tower gets taller during the summer,not verified,active,617851,320192,19490,6734,2624
1283,claim,2175694535,13,a colleague told them the media discovered an espresso maker has been sent to space,not verified,banned,610877,273041,17317,225,43
1284,claim,5598643268,5,a colleague told them the media discovered the first commercial airplane flight lasted 23 minutes,not verified,active,854637,494394,9293,10087,2632
1285,claim,7029132321,8,a colleague told them the media discovered the largest pair of eyes in the world belongs to the giant squid,not verified,active,473916,77941,23370,777,486
1286,claim,3218776591,44,a colleague told them the media discovered one strand of hair can hold up to 3 ounces of weight,verified,under review,576129,12813,5057,266,129
1287,claim,3464047017,51,a colleague told them the media discovered leeches were historically used to predict the weather,verified,active,506036,149637,46094,923,454
1288,claim,4453434476,26,a colleague told them the media discovered the world’s largest pyramid cannot be found in egypt,not verified,banned,72977,36567,12638,280,27
1289,claim,4005895044,54,a colleague told them the media discovered losing weight alters brain activity,not verified,active,790161,200094,1688,4632,3018
1290,claim,4051801599,17,a colleague told them the media discovered snakes can predict earthquakes,not verified,active,996073,194281,8701,3738,682
1291,claim,1507640632,50,a colleague told them the media discovered the average american spends time totalling 2.5 days annually looking for lost items,not verified,under review,263481,168742,53017,1434,541
1292,claim,6261169160,47,a colleague told them the media discovered baby spiders are called spiderlings,not verified,banned,127027,50269,19220,1166,729
1293,claim,9768056025,6,a colleague told them the media discovered around 50% of the mined gold on earth comes from one source,not verified,active,153174,25293,3629,461,276
1294,claim,8122723552,37,a colleague told them the media discovered a shape with 26 sides is known as a rhombicuboctahedron,not verified,active,615684,330722,131922,1138,740
1295,claim,1776477659,46,a colleague told them the media discovered the largest living thing on earth is a tree,not verified,active,886143,518250,133340,4842,2243
1296,claim,5184096666,14,a colleague told them the media discovered the longest recorded tennis match lasted for 11 hours,not verified,banned,89534,53351,14730,584,344
1297,claim,5325647653,10,a colleague told them the media discovered a pineapple plant can only produce one pineapple a year,not verified,under review,628463,179571,11204,3069,920
1298,claim,2970973124,8,a colleague told them the media discovered redwoods are the tallest trees,not verified,active,709679,347199,69561,5498,1029
1299,claim,5132790033,60,a colleague claimed the media discovered dubai is an island created by humans,not verified,active,135122,86246,234,1260,264
1300,claim,5753856754,25,a colleague claimed the media discovered damascus is the oldest continuously inhabited city in the world,not verified,active,977379,518253,181148,654,408
1301,claim,6216098572,49,a colleague claimed the media discovered gross domestic product (gdp) is the best financial indicator of a country's overall trade potential,not verified,active,952308,346469,69148,3045,1393
1302,claim,1295226367,58,a colleague claimed the media discovered it would take less than a month to get to the moon by car at 60mph,not verified,active,818642,378553,103871,439,31
1303,claim,8447121860,48,a colleague claimed the media discovered 90% of drivers admit to singing in the car,not verified,active,247859,67792,13138,948,143
1304,claim,7516858502,5,a colleague claimed the media discovered the earliest playable recording of a person singing was recorded in 1860,not verified,banned,687376,436664,58013,5470,859
1305,claim,1953975352,34,a colleague claimed the media discovered over 60% of the world's population has access to the internet,not verified,active,846459,24772,6645,57,19
1306,claim,1746554196,46,a colleague claimed the media discovered the longest commercial flight in history took around 30 hours,not verified,under review,350828,26458,5177,490,123
1307,claim,6125625029,13,a colleague claimed the media discovered the hottest planet in our solar system is venus.,not verified,active,972571,598717,209775,13159,2652
1308,claim,7568079199,9,a colleague claimed the media discovered the sunset is blue on mars,not verified,active,629652,230374,49275,2253,32
1309,claim,6883917128,12,a colleague claimed the media discovered the moon was once part of the earth,not verified,active,627228,144324,7688,918,271
1310,claim,6635663413,16,a colleague claimed the media discovered saturn is less dense than water,not verified,banned,215462,120114,23425,2519,699
1311,claim,8189009924,42,"a colleague claimed the media discovered about once a year, an asteroid the size of a car enters earth’s atmosphere",not verified,active,600275,396409,53212,4972,1494
1312,claim,5594454220,30,a colleague claimed the media discovered there’s a planet made of diamonds two times the size of earth,not verified,active,269124,56893,15669,640,342
1313,claim,5883134757,36,a colleague claimed the media discovered the bent joint in the legs of the flamingo is its ankles,not verified,under review,596108,148421,20333,3283,902
1314,claim,9532548557,43,a colleague claimed the media discovered dogs can understand up to 250 hand gestures and words,not verified,banned,625824,149001,35196,2490,1607
1315,claim,7794152716,51,a colleague claimed the media discovered typing keyboards were previously arranged alphabetically,not verified,banned,254915,98722,22129,1035,341
1316,claim,7048618036,9,a colleague claimed the media discovered people are born with only 2 natural fears: the fear of falling and the fear of loud sounds,not verified,active,175670,23890,3653,98,40
1317,claim,1403225271,43,a colleague claimed the media discovered baked beans are not actually baked,not verified,banned,832772,467631,124957,1143,735
1318,claim,6711379995,7,a colleague claimed the media discovered the brain is the fattiest organ in the body,not verified,banned,338970,206817,39119,2120,674
1319,claim,8289752223,46,a colleague claimed the media discovered australia has a bright pink lake,not verified,active,666130,357047,68518,4305,77
1320,claim,3955294896,31,"a colleague claimed the media discovered at birth, baby pandas are smaller than mice",not verified,active,308364,97096,16811,1086,256
1321,claim,3865143523,22,a colleague claimed the media discovered the population of the united states increases by one person every 12 seconds,not verified,active,49433,24982,7659,351,124
1322,claim,3027694158,17,a colleague claimed the media discovered the tallest tower of cupcakes ever made was over 35 feet,not verified,active,894597,258968,99543,1168,685
1323,claim,8405710607,7,a colleague claimed the media discovered the longest location name on the planet earth is 85 letters in english.,not verified,banned,993156,653561,249672,13771,5578
1324,claim,9863025058,28,a colleague claimed the media discovered sweden has the most islands of any country,not verified,active,985461,419794,9839,6269,358
1325,claim,5302510482,15,a colleague claimed the media discovered only one-fourth of the sahara desert is sandy,not verified,active,99958,20581,8136,295,53
1326,claim,8195327586,43,a colleague claimed the media discovered an espresso maker has been sent to space,not verified,under review,884306,561623,86653,13552,7605
1327,claim,6584637105,9,a colleague claimed the media discovered 170-year-old champagne was found under the baltic sea,not verified,active,48016,16018,4358,68,29
